date,pool_name,daily_apy,volume_in_usd,token1,token1_tvl_in_usd,token2,token2_tvl_in_usd,token3,token3_tvl_in_usd,token4,token4_tvl_in_usd,total_tvl_in_usd
2022-02-11,Curve.fi Factory Plain Pool: ibEUR/sEUR,0,0,ibEUR,2757.4270734086963,sUSD,0.05373884255332714,,0,,0,2757.4808122512495
2022-02-11,Curve.fi Factory Plain Pool: Euro Tether,0.17781424959288916,10587.662306158025,EURT,237857.82954258,sEUR,249781.81918395832,,0,,0,487639.6487265383
2022-02-11,Curve.fi Factory Plain Pool: ibKRW/sKRW,0,0,ibKRW,17765115.337328892,sKRW,15730568.66713115,,0,,0,33495684.004460044
2022-02-11,Curve.fi Factory Plain Pool: ibEUR/sEUR,0.21551360726543844,862836.2595035285,ibEUR,45905816.14112808,sEUR,33463758.887248788,,0,,0,79369575.02837686
2022-02-11,Curve.fi Factory Plain Pool: Curve.fi sCRV/CRV,0,0,sCRV,0.0,CRV,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: jGBP/TGBP,0,0,jGBP,0.0,TGBP,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: cvxCRV,0,0,CRV,0.0,cvxCRV,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: Ahead of the Curve,0,0,CRV,3.742940863741731,yvBOOST,11.070826820982425,cvxCRV,3.2228288747143155,sCRV,1.8151051698335487,19.85170172927202
2022-02-11,Curve.fi Factory BTC Metapool: Interest Bearing Bitcoin,0,0,ibBTC,0.0,crvRenWSBTC,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: Origin Dollar,0.19142599275014938,3330012.287800088,OUSD,147724231.6530244,3Crv,107555450.54415537,,0,,0,255279682.1971798
2022-02-11,Curve.fi Factory Plain Pool: AAVE Untethered,2.2278780832778455,0,aUSDC,109.42734665999998,aDAI,101.32584790913509,,0,,0,210.75319456913508
2022-02-11,Curve.fi Factory USD Metapool: FEI Metapool,0.3918602059552745,1847066.0900829425,FEI,119925869.13831937,3Crv,122182593.76536775,,0,,0,242108462.90368712
2022-02-11,Curve.fi Factory USD Metapool: Alchemix USD,0.09003125061788353,589449.3625217297,alUSD,174690364.5207557,3Crv,141341090.31252933,,0,,0,316031454.83328503
2022-02-11,Curve.fi Factory USD Metapool: Frax,0.1439812850079214,7170705.727797004,FRAX,1584381558.3911715,3Crv,1507497425.1789472,,0,,0,3091878983.570119
2022-02-11,Curve.fi Factory USD Metapool: GrapefruitUSD,0.007954698625467493,0,GrapefruitUSD,47.124735880255415,3Crv,1.0018519338081815,,0,,0,48.1265878140636
2022-02-11,Curve.fi Factory USD Metapool: RC_WETH_1650_DAI_2021_4_30-real,0,0,RC_WETH_1650_DAI_2021_4_30,206.06073675183924,3Crv,328.4724648698647,,0,,0,534.5332016217039
2022-02-11,Curve.fi Factory USD Metapool: Liquity,0.33664782434730256,3227734.237686799,LUSD,23399182.90224309,3Crv,95587399.41156001,,0,,0,118986582.3138031
2022-02-11,Curve.fi Factory USD Metapool: RC_INV_350_DAI_2021_5_31,0,0,RC_INV_350_DAI_2021_5_31,168.22787090168612,3Crv,236.91109261686918,,0,,0,405.13896351855533
2022-02-11,Curve.fi Factory USD Metapool: RC_xRULER_15_DAI_2021_6_30,0,0,RC_xRULER_15_DAI_2021_6_30,165.47804376434746,3Crv,246.39513913321068,,0,,0,411.87318289755814
2022-02-11,Curve.fi Factory USD Metapool: RC_xCOVER_100_DAI_2021_6_30,0,0,RC_xCOVER_100_DAI_2021_6_30,131.55340834289098,3Crv,215.60813596144618,,0,,0,347.16154430433716
2022-02-11,Curve.fi Factory USD Metapool: Magic Internet Money 3Pool,0.30944006801263413,38759240.91865427,MIM,1014537443.613321,3Crv,229976244.90339443,,0,,0,1244513688.5167153
2022-02-11,Curve.fi Factory USD Metapool: NAOS USD,0.09356993334237451,0,nUSD,286850.2350151586,3Crv,252959.4836834138,,0,,0,539809.7186985724
2022-02-11,Curve.fi Factory Plain Pool: cvxCRV,0.6390344761688649,448619.4734219543,CRV,52309525.85055335,cvxCRV,123411870.81723396,,0,,0,175721396.6677873
2022-02-11,Curve.fi Factory USD Metapool: USDM,0.011273693575253318,383.13789,USDM,27898472.266923703,3Crv,718468.6183123363,,0,,0,28616940.88523604
2022-02-11,Curve.fi Factory Plain Pool: Meta EUR,0.2815642673519525,40470.87024831383,PAR,229906.07805761433,EURT,339393.66993954,EURS,164742.17519999997,sEUR,448794.6485454178,1182836.571742572
2022-02-11,Curve.fi Factory USD Metapool: Wasabi USD,0.08170341305517859,0,waUSD,53411.67867401006,3Crv,48341.89315978917,,0,,0,101753.57183379923
2022-02-11,Curve.fi Factory BTC Metapool: Wasabi BTC,0,0,waBTC,0.0,crvRenWSBTC,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: DOLA-3pool Curve LP,0.5902984324650973,234484.97356569854,DOLA,11384958.271841398,3Crv,11878125.15618745,,0,,0,23263083.428028848
2022-02-11,Curve.fi Factory Plain Pool: ibJPY/sJPY,0,0,ibJPY,13933966.229245737,sJPY,16219595.73303225,,0,,0,30153561.962277986
2022-02-11,Curve.fi Factory Plain Pool: ibAUD/sAUD,0.031047917239712675,0,ibAUD,32852665.711110536,sAUD,11017102.164222682,,0,,0,43869767.87533322
2022-02-11,Curve.fi Factory Plain Pool: ibGBP/sGBP,0.04604293085923583,5879.499778432065,ibGBP,17733802.39931146,sGBP,27034451.20594406,,0,,0,44768253.60525552
2022-02-11,Curve.fi Factory Plain Pool: ibCHF/sCHF,0,0,ibCHF,16625188.788784731,sCHF,23216970.13530807,,0,,0,39842158.9240928
2022-02-11,Curve.fi Factory Plain Pool: OPEN MATIC,0,0,OPEN,34.7096904265721,MATIC,0.20895389100038178,,0,,0,34.918644317572486
2022-02-11,Curve.fi Factory Plain Pool: Neutrino EUR,7.542137033617546,0,EURN,4449381.142929212,EURT,2662600.6627564197,,0,,0,7111981.805685632
2022-02-11,Curve.fi Factory Plain Pool: sdCRV,0,0,sdveCRV-DAO,0.0,CRV,6023.0421639445085,,0,,0,6023.0421639445085
2022-02-11,Curve.fi Factory BTC Metapool: BTCpx,0,0,BTCpx,0.0,crvRenWSBTC,0.044017471896026,,0,,0,0.044017471896026
2022-02-11,Curve.fi Factory USD Metapool: PWRD Metapool,0,0,PWRD,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: Wanna Avoid Tether?,0,0,sUSD,0.0,UST,0.0,MIM,0.0,,0,0.0
2022-02-11,Curve.fi Factory Pool: alETH,0.015040225646911765,156.2388485187269,ETH,230474504.6243462,alETH,205783110.88001055,,0,,0,436257615.50435674
2022-02-11,Curve.fi Factory USD Metapool: 17PctCryptoDiversifiedDollar,0,0,crv3crypto,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: 17PctCryptoDiversifiedDollar,0,0,crv3crypto,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory BTC Metapool: tbtc2,0.21201385727658284,0,tBTC,36075.715536882344,crvRenWSBTC,109336.01518471533,,0,,0,145411.73072159768
2022-02-11,Curve.fi Factory USD Metapool: kusd-3pool,0,0,CHEESE,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: tusd-3pool,0.085625877404083,0,kUSD,6.0,3Crv,6.0060349964972755,,0,,0,12.006034996497275
2022-02-11,Curve.fi Factory USD Metapool: PWRD Metapool,3.8400397794166263,0,PWRD,9803121.086839674,3Crv,4882692.588123793,,0,,0,14685813.674963467
2022-02-11,Curve.fi Factory USD Metapool: fUSD-3pool,0.09096981664988846,0,fUSD,3724613.68628436,3Crv,4227527.344543084,,0,,0,7952141.030827444
2022-02-11,Curve.fi Factory USD Metapool: Test Pool D,0.13190121695196844,0,wCOINBASE-IOU,0.10074532915609023,3Crv,0.005004901305934419,,0,,0,0.10575023046202466
2022-02-11,Curve.fi Factory USD Metapool: DEI,0.08535974962147197,0,DEI,51185.03371064203,3Crv,50584.193493368824,,0,,0,101769.22720401085
2022-02-11,Curve.fi Factory Plain Pool: MIM-UST,0.2700727532354952,2866287.0056977635,MIM,93752299.72668625,UST,32942469.786424976,,0,,0,126694769.51311123
2022-02-11,Curve.fi Factory Plain Pool: Sharedstake ETH/vETH2,0,0,vETH2,114685.5665114142,WETH,8539.152404794004,,0,,0,123224.7189162082
2022-02-11,Curve.fi Factory USD Metapool: QabbalahBit Wellsprings,0,0,QBIT,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: QBIT Well,0,0,QBIT,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: Badger Locked CVX,0.021144507984449668,0,CVX,1814286.5437156572,bveCVX,0.0,,0,,0,1814286.5437156572
2022-02-11,Curve.fi Factory USD Metapool: wormhole v2 UST-3Pool,0.37506789783299244,27343973.856092997,UST,491601320.5931557,3Crv,502028130.23525983,,0,,0,993629450.8284155
2022-02-11,Curve.fi Factory USD Metapool: DSU,0,0,DSU,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: DSU,0,0,DSU,10.44053171700103,3Crv,13.309263876335816,,0,,0,23.749795593336845
2022-02-11,Curve.fi Factory Pool: Ankr Reward-Earning Staked ETH,0,0,ETH,50953.56948186323,aETHb,601659.7880056454,,0,,0,652613.3574875086
2022-02-11,Curve.fi Factory Plain Pool: d3pool,0.10372199034709428,482503.5420234917,FRAX,60217632.322899535,FEI,56366381.34797244,alUSD,61744746.54615625,,0,178328760.21702823
2022-02-11,Curve.fi Factory Plain Pool: Ankr Reward-Earning Staked MATIC,0,0,MATIC,2996.7516690784073,aMATICb,0.0,,0,,0,2996.7516690784073
2022-02-11,Curve.fi Factory USD Metapool: Paxos Dollar (USDP),0.05775243390684359,181.42432062146392,USDP,7558671.421567868,3Crv,3834590.348171652,,0,,0,11393261.76973952
2022-02-11,Curve.fi Factory BTC Metapool: ibBTC,0.1424244394780949,0,wibBTC,219264385.48394132,crvRenWSBTC,181262460.7005047,,0,,0,400526846.184446
2022-02-11,Curve.fi Factory Plain Pool: handleEUR,0,0,fxEUR,0.0,EURS,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory BTC Metapool: Orkan,0,0,VBTC,0.0,crvRenWSBTC,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: agEUR,0,0,agEUR,0.0,sEUR,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: ibZAR/ZARP,0,0,ZARP,0.0,ibZAR,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: DYDX-3CRV,0,0,DYDX,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: 3EURpool,0.6840513865875142,10375248.511418968,agEUR,56570906.89249461,EURT,54593311.109790415,EURS,16307007.0396,,0,127471225.04188503
2022-02-11,Curve.fi Factory Plain Pool: Tokemak tWETH/WETH,0,0,tWETH,38991.9525290098,WETH,33537.4228186251,,0,,0,72529.3753476349
2022-02-11,Curve.fi Factory USD Metapool: SORA XSTUSD,0.5896569915523342,25041.58693119147,XSTUSD,188080.6178983444,3Crv,172441.22284398176,,0,,0,360521.84074232617
2022-02-11,Curve.fi Factory USD Metapool: xDollar Interverse Money,0,0,XIM,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: xim,0.05549217527671679,0,XIM,5952.9044639513495,3Crv,2831.505324910689,,0,,0,8784.409788862038
2022-02-11,Curve.fi Factory USD Metapool: RAMP rUSD,0,0,rUSD,0.014313588726899593,3Crv,0.014317359473757636,,0,,0,0.02863094820065723
2022-02-11,Curve.fi Factory USD Metapool: Bhome,0.08558558704145902,0,bHOME,250.0,3Crv,250.02330694350445,,0,,0,500.02330694350445
2022-02-11,Curve.fi Factory Plain Pool: JPYC/ibJPY,0,0,JPYC,6861.65102208396,ibJPY,973.2311050879947,,0,,0,7834.882127171954
2022-02-11,Curve.fi Factory Plain Pool: UST-FRAX,0.9258073598337191,75770.07053099283,UST,315038.79783376,FRAX,287413.18188633944,,0,,0,602451.9797200994
2022-02-11,Curve.fi Factory Plain Pool: Fei PCV 1,0,0,aFEI,0.0,aDAI,0.0,LUSD,0.0,,0,0.0
2022-02-11,Curve.fi Factory Plain Pool: bentCVX,0.4223038844775928,23.782726425086096,CVX,2362715.482016105,bentCVX,0.0,,0,,0,2362715.482016105
2022-02-11,Curve.fi Factory USD Metapool: dForce,0.0868134359523598,0,USX,108400.92970884786,3Crv,111594.23732567408,,0,,0,219995.16703452193
2022-02-11,Curve.fi Factory Plain Pool: agEUR/ibEUR,2.321951157626012,810818.7909569106,ibEUR,5932954.467511084,agEUR,2666399.582020107,,0,,0,8599354.049531192
2022-02-11,Curve.fi Factory Plain Pool: tFRAX/FRAX Test,0,0,tFRAX,99.82423153318129,FRAX,104.14712887725338,,0,,0,203.97136041043467
2022-02-11,Curve.fi Factory USD Metapool: ELONX POOL,0.050184314667678365,0,ELONX,90808.6,3Crv,465.01295254974593,,0,,0,91273.61295254975
2022-02-11,Curve.fi Factory USD Metapool: Bean,1.3876094329034139,463507.8217795294,BEAN,1324616.4798685,3Crv,1305281.2669702896,,0,,0,2629897.7468387894
2022-02-11,Curve.fi Factory USD Metapool: USDV,0.08474875436079721,0,USDV,1484146.558335977,3Crv,1452735.9468041954,,0,,0,2936882.5051401723
2022-02-11,Curve.fi Factory USD Metapool: PAR/USDC,0,0,PAR,0.0,3Crv,0.0,,0,,0,0.0
2022-02-11,Curve.fi Factory USD Metapool: baoUSD,0.08557088974951998,0,BaoUSD,25000.0,3Crv,24992.858937414094,,0,,0,49992.858937414094
